 select hdr.[year], pos.RegArea, hal.frklen, hal.bbage, hal.srfage
from stlHeader hdr, stlHalibut hal, stlStationPositions pos
where hdr.[year] between 1998 and 2011 and hdr.stlkey = hal.stlkey and STR(hdr.stnno,4,0) = pos.Station and
      hdr.[year] = pos.[Year] and hdr.prpcde IN ('SG','ES','BG','DE','SE') and
      (hal.srfage IS NOT NULL or hal.bbage IS NOT NULL)

	
year,area,length,bbage,srfage
2009,4D,101,13,NULL
2009,4D,107,18,NULL
2009,4D,103,15,NULL
2009,4D,119,18,NULL
2009,4D,93,14,NULL
2009,4D,98,14,NULL
2009,4D,81,9,NULL
2009,4D,111,15,NULL
2009,4D,111,19,NULL
2009,4D,94,13,NULL
2009,4D,98,11,NULL
2009,4D,104,14,NULL
2009,4D,82,12,NULL
2009,4D,109,19,NULL
2009,4D,75,9,NULL
2009,4D,71,8,NULL
2009,4D,67,8,NULL
2009,4D,78,10,NULL
2009,4D,73,8,NULL
2009,4D,64,10,NULL
2009,4D,142,28,NULL
2009,4D,57,7,NULL
2009,4D,62,7,NULL
2009,4D,60,7,NULL
2009,4D,74,9,NULL
2009,4D,69,8,NULL
2009,4D,63,7,NULL
2009,4D,81,22,NULL
2009,4D,127,14,NULL
2009,4D,102,15,NULL
2009,4D,91,14,NULL
2009,4D,86,12,NULL
2009,4D,65,7,NULL
2009,4D,165,37,NULL
2009,4D,60,8,NULL
2009,4D,96,13,NULL
2009,4D,76,11,NULL
2009,4D,79,11,NULL
2009,4D,127,27,NULL
2009,4D,70,11,NULL
2009,4D,88,20,NULL
2009,4D,82,12,NULL
2009,4D,95,23,NULL
2009,4D,107,21,NULL
2009,4D,91,22,NULL
2009,4D,84,18,NULL
2009,4D,160,29,NULL
2009,4D,90,18,NULL
2009,4D,82,11,NULL
2009,4D,101,14,NULL
2009,4D,61,7,NULL
2009,4D,60,6,NULL
2009,4D,54,7,NULL
2009,4D,75,9,NULL
2009,4D,65,7,NULL
2009,4D,78,11,NULL
2009,4D,63,8,NULL
2009,4D,73,10,NULL
2009,4D,69,9,NULL
2009,4D,57,6,NULL
2009,4D,82,8,NULL
2009,4D,101,14,NULL
2009,4D,75,8,NULL
2009,4D,83,12,NULL
2009,4D,93,11,NULL
2009,4D,101,12,NULL
2009,4D,112,24,NULL
2009,4D,98,13,NULL
2009,4D,74,9,NULL
2009,4D,72,9,NULL
2009,4D,64,8,NULL
2009,4D,113,18,NULL
2009,4D,100,14,NULL
2009,4D,104,15,NULL
2009,4D,109,14,NULL
2009,4D,79,10,NULL
2009,4D,96,20,NULL
2009,4D,97,14,NULL
2009,4D,84,9,NULL
2009,4D,76,17,NULL
2009,4D,100,14,NULL
2009,4D,71,9,NULL
2009,4D,102,10,NULL
2009,4D,87,21,NULL
2009,4D,101,11,NULL
2009,4D,83,9,NULL
2009,4D,75,10,NULL
2009,4D,103,13,NULL
2009,4D,86,10,NULL
2009,4D,109,15,NULL
2009,4D,98,15,NULL
2009,4D,95,13,NULL
2009,4D,98,13,NULL
2009,4D,101,23,NULL
2009,4D,97,23,NULL
2009,4D,86,10,NULL
2009,4D,110,14,NULL
2009,4D,71,10,NULL
2009,4D,78,9,NULL
2009,4D,91,11,NULL
2009,4D,85,10,NULL
2009,4D,99,10,NULL
2009,4D,101,12,NULL
2009,4D,83,10,NULL
2009,4D,109,12,NULL
2009,4D,85,10,NULL
2009,4D,91,21,NULL
2009,4D,71,10,NULL
2009,4D,71,9,NULL
2009,4D,74,10,NULL
2009,4D,81,12,NULL
2009,4D,87,11,NULL
2009,4D,92,11,NULL
2009,4D,86,11,NULL
2009,4D,95,15,NULL
2009,4D,84,11,NULL
2009,4D,99,17,NULL
2009,4D,96,11,NULL
2009,4D,86,13,NULL
2009,4D,65,8,NULL
2009,4D,81,9,NULL
2009,4D,91,13,NULL
2009,4D,82,17,NULL
2009,4D,99,19,NULL
2009,4D,73,10,NULL
2009,4D,114,22,NULL
2009,4D,100,15,NULL
2009,4D,89,9,NULL
2009,4D,85,13,NULL
2009,4D,86,14,NULL
2009,4D,91,14,NULL
2009,4D,88,20,NULL
2009,4D,97,23,NULL
2009,4D,130,33,NULL
2009,4D,124,21,NULL
2009,4D,119,13,NULL
2009,4D,119,26,NULL
2009,4D,111,15,NULL
2009,4D,79,10,NULL
2009,4D,121,21,NULL
2009,4D,88,15,NULL
2009,4D,98,22,NULL
2009,4D,87,15,NULL
2009,4D,81,10,NULL
2009,4D,81,13,NULL
2009,4D,89,23,NULL
2009,4D,97,19,NULL
2009,4D,80,11,NULL
2009,4D,103,17,NULL
2009,4D,97,12,NULL
2009,4D,84,11,NULL
2009,4D,73,9,NULL
2009,4D,81,11,NULL
2009,4D,110,21,NULL
2009,4D,80,9,NULL
2009,4D,97,14,NULL
2009,4D,72,8,NULL
2009,4D,89,11,NULL
2009,4D,101,14,NULL
2009,4D,85,9,NULL
2009,4D,85,9,NULL
2009,4D,83,8,NULL
2009,4D,71,9,NULL
2009,4D,99,13,NULL
2009,4D,71,10,NULL
2009,4D,82,11,NULL
2009,4D,105,15,NULL
2009,4D,99,9,NULL
2009,4D,104,13,NULL
2009,4D,100,14,NULL
2009,4D,91,20,NULL
2009,4D,102,15,NULL
2009,4D,93,10,NULL
2009,4D,71,8,NULL
2009,4D,83,11,NULL
2009,4D,88,11,NULL
2009,4D,85,10,NULL
2009,4D,89,19,NULL
2009,4D,78,9,NULL
2009,4D,86,12,NULL
2009,4D,85,17,NULL
2009,4D,77,9,NULL
2009,4D,103,22,NULL
2009,4D,98,12,NULL
2009,4D,105,11,NULL
2009,4D,81,11,NULL
2009,4D,91,19,NULL
2009,4D,82,9,NULL
2009,4D,115,14,NULL
2009,4D,83,14,NULL
2009,4D,82,10,NULL
2009,4D,84,11,NULL
2009,4D,95,26,NULL
2009,4D,98,11,NULL
2009,4D,107,22,NULL
2009,4D,103,11,NULL
2009,4D,81,10,NULL
2009,4D,97,14,NULL
2009,4D,114,24,NULL
2009,4D,83,11,NULL
2009,4D,76,10,NULL
2009,4D,98,14,NULL
2009,4D,113,14,NULL
2009,4D,101,13,NULL
2009,4D,79,10,NULL
2009,4D,78,11,NULL
2009,4D,87,10,NULL
2009,4D,74,10,NULL
2009,4D,99,16,NULL
2009,4D,96,11,NULL
2009,4D,96,13,NULL
2009,4D,91,10,NULL
2009,4D,97,14,NULL
2009,4D,85,11,NULL
2009,4D,90,17,NULL
2009,4D,88,16,NULL
2009,4D,98,13,NULL
2009,4D,80,9,NULL
2009,4D,96,11,NULL
2009,4D,103,14,NULL
2009,4D,91,14,NULL
2009,4D,78,10,NULL
2009,4D,110,14,NULL
2009,4D,144,24,NULL
2009,4D,105,15,NULL
2009,4D,69,11,NULL
2009,4D,93,14,NULL
2009,4D,98,12,NULL
2009,4D,89,11,NULL
2009,4D,107,13,NULL
2009,4D,83,14,NULL
2009,4D,106,15,NULL
2009,4D,80,9,NULL
2009,4D,85,16,NULL
2009,4D,102,13,NULL
2009,4D,87,11,NULL
2009,4D,97,11,NULL
2009,4D,90,10,NULL
2009,4D,88,17,NULL
2009,4D,87,12,NULL
2009,4D,83,9,NULL
2009,4D,93,10,NULL
2009,4D,95,11,NULL
2009,4D,102,13,NULL
2009,4D,105,14,NULL
2009,4D,102,16,NULL
2009,4D,79,13,NULL
2009,4D,89,10,NULL
2009,4D,85,11,NULL
2009,4D,95,12,NULL
2009,4D,104,14,NULL
2009,4D,67,8,NULL
2009,4D,87,9,NULL
2009,4D,91,10,NULL
2009,4D,84,17,NULL
2009,4D,76,10,NULL
2009,4D,95,22,NULL
2009,4D,88,17,NULL
2009,4D,87,17,NULL
2009,4D,104,21,NULL
2009,4D,101,9,NULL
2009,4D,85,11,NULL
2009,4D,88,11,NULL
2009,4D,98,12,NULL
2009,4D,102,14,NULL
2009,4D,89,10,NULL
2009,4D,89,14,NULL
2009,4D,112,24,NULL
2009,4D,96,10,NULL
2009,4D,110,17,NULL
2009,4D,111,13,NULL
2009,4D,80,11,NULL
2009,4D,92,12,NULL
2009,4D,89,21,NULL
2009,4D,128,27,NULL
2009,4D,94,9,NULL
2009,4D,95,14,NULL
2009,4D,98,10,NULL
2009,4D,93,11,NULL
2009,4D,97,14,NULL
2009,4D,106,30,NULL
2009,4D,89,12,NULL
2009,4D,90,10,NULL
2009,4D,80,10,NULL
2009,4D,122,30,NULL
2009,4D,81,9,NULL
2009,4D,58,8,NULL
2009,4D,63,10,NULL
2009,4D,55,6,NULL
2009,4D,70,9,NULL
2009,4D,80,11,NULL
2009,4D,57,8,NULL
2009,4D,96,25,NULL
2009,4D,77,8,NULL
2009,4D,102,16,NULL
2009,4D,100,11,NULL
2009,4D,78,14,NULL
2009,4D,66,6,NULL
2009,4D,120,17,NULL
2009,4D,82,9,NULL
2009,4D,74,11,NULL
2009,4D,86,12,NULL
2009,4D,76,8,NULL
2009,4D,82,9,NULL
2009,4D,98,19,NULL
2009,4D,68,8,NULL
2009,4D,90,11,NULL
2009,4D,92,12,NULL
2009,4D,78,10,NULL
2009,4D,88,14,NULL
2009,4D,61,7,NULL
2009,4D,80,10,NULL
2009,4D,71,8,NULL
2009,4D,82,12,NULL
2009,4D,60,7,NULL
2009,4D,67,8,NULL
2009,4D,91,10,NULL
2009,4D,108,13,NULL
2009,4D,98,11,NULL
2009,4D,104,17,NULL
2009,4D,106,15,NULL
2009,4D,68,9,NULL
2009,4D,62,9,NULL
2009,4D,96,18,NULL
2009,4D,65,10,NULL
2009,4D,87,14,NULL
2009,4D,80,14,NULL
2009,4D,62,8,NULL
2009,4D,70,8,NULL
2009,4D,70,11,NULL
2009,4D,89,13,NULL
2009,4D,85,12,NULL
2009,4D,89,14,NULL
2009,4D,68,8,NULL
2009,4D,63,8,NULL
2009,4D,74,8,NULL
2009,4D,121,19,NULL
2009,4D,70,9,NULL
2009,4D,117,21,NULL
2009,4D,87,10,NULL
2009,4D,111,22,NULL
2009,4D,100,23,NULL
2009,4D,100,23,NULL
2009,4D,96,11,NULL
2009,4D,98,11,NULL
2009,4D,90,19,NULL
2009,4D,120,18,NULL
2009,4D,81,16,NULL
2009,4D,74,10,NULL
2009,4D,67,10,NULL
2009,4D,72,8,NULL
2009,4D,71,9,NULL
2009,4D,68,8,NULL
2009,4D,94,11,NULL
2009,4D,66,7,NULL
2009,4D,70,7,NULL
2009,4D,77,9,NULL
2009,4D,71,8,NULL
2009,4D,74,9,NULL
2009,4D,74,9,NULL
2009,4D,73,9,NULL
2009,4D,74,9,NULL
2009,4D,83,10,NULL
2009,4D,88,10,NULL
2009,4D,73,14,NULL
2009,4D,98,26,NULL
2009,4D,60,6,NULL
2009,4D,91,14,NULL
2009,4D,116,35,NULL
2009,4D,86,11,NULL
2009,4D,77,9,NULL
2009,4D,98,15,NULL
2009,4D,122,14,NULL
2009,4D,85,11,NULL
2009,4D,79,10,NULL
2009,4D,86,7,NULL
2009,4D,80,10,NULL
2009,4D,118,28,NULL
2009,4D,85,15,NULL
2009,4D,76,8,NULL
2009,4D,82,10,NULL
2009,4D,92,13,NULL
2009,4D,91,10,NULL
2009,4D,64,6,NULL
2009,4D,96,16,NULL
2009,4D,90,15,NULL
2009,4D,64,10,NULL
2009,4D,63,7,NULL
2009,4D,88,10,NULL
2009,4D,72,9,NULL
2009,4D,96,19,NULL
2009,4D,86,10,NULL
2009,4D,73,12,NULL
2009,4D,64,9,NULL
2009,4D,84,12,NULL
2009,4D,60,7,NULL
2009,4D,87,12,NULL
2009,4D,80,11,NULL
2009,4D,83,11,NULL
2009,4D,65,10,NULL
2009,4D,73,10,NULL
2009,4D,73,7,NULL
2009,4D,78,10,NULL
2009,4D,61,7,NULL
2009,4D,68,9,NULL
2009,4D,84,18,NULL
2009,4D,94,10,NULL
2009,4D,68,8,NULL
2009,4D,86,18,NULL
2009,4D,104,28,NULL
2009,4D,82,11,NULL
2009,4D,89,20,NULL
2009,4D,88,11,NULL
2009,4D,98,11,NULL
2009,4D,81,9,NULL
2009,4D,79,9,NULL
2009,4D,78,21,NULL
2009,4D,73,11,NULL
2009,4D,78,10,NULL
2009,4D,87,10,NULL
2009,4D,71,8,NULL
2009,4D,66,7,NULL
2009,4D,74,9,NULL
2009,4D,75,6,NULL
2009,4D,87,18,NULL
2009,4D,105,29,NULL
2009,4D,84,12,NULL
2009,4D,74,7,NULL
2009,4D,114,20,NULL
2009,4D,75,10,NULL
2009,4D,76,8,NULL
2009,4D,73,9,NULL
2009,4D,75,10,NULL
2009,4D,86,10,NULL
2009,4D,106,24,NULL
2009,4D,101,12,NULL
2009,4D,90,10,NULL
2009,4D,83,11,NULL
2009,4D,71,9,NULL
2009,4D,74,9,NULL
2009,4D,68,10,NULL
2009,4D,93,12,NULL
2009,4D,84,9,NULL
2009,4D,107,14,NULL
2009,4D,116,17,NULL
2009,4D,107,14,NULL
2009,4D,99,19,NULL
2009,4D,82,8,NULL
2009,4D,86,10,NULL
2009,4D,89,10,NULL
2009,4D,80,9,NULL
2009,4D,84,11,NULL
2009,4D,73,9,NULL
2009,4D,95,12,NULL
2009,4D,75,12,NULL
2009,4D,74,14,NULL
2009,4D,78,10,NULL
2009,4D,66,9,NULL
2009,4D,71,9,NULL
2009,4D,73,12,NULL
2009,4D,89,19,NULL
2009,4D,80,11,NULL
2009,4D,85,14,NULL
2009,4D,73,10,NULL
2009,4D,61,8,NULL
2009,4D,81,10,NULL
2009,4D,65,8,NULL
2009,4D,90,10,NULL
2009,4D,103,14,NULL
2009,4D,120,30,NULL
2009,4D,79,9,NULL
2009,4D,68,10,NULL
2009,4D,95,11,NULL
2009,4D,98,11,NULL
2009,4D,80,8,NULL
2009,4D,82,9,NULL
2009,4D,69,7,NULL
2009,4D,91,10,NULL
2009,4D,64,7,NULL
2009,4D,83,9,NULL
2009,4D,90,12,NULL
2009,4D,80,8,NULL
2009,4D,82,9,NULL
2009,4D,98,9,NULL
2009,4D,74,8,NULL
2009,4D,85,8,NULL
2009,4D,93,10,NULL
2009,4D,88,12,NULL
2009,4D,85,11,NULL
2009,4D,88,10,NULL
2009,4D,65,7,NULL
2009,4D,128,17,NULL
2009,4D,85,11,NULL
2009,4D,72,7,NULL
2009,4D,87,9,NULL
2009,4D,120,21,NULL
2009,4D,102,14,NULL
2009,4D,73,10,NULL
2009,4D,68,10,NULL
2009,4D,72,8,NULL
2009,4D,82,12,NULL
2009,4D,82,11,NULL
2009,4D,90,16,NULL
2009,4D,79,10,NULL
2009,4D,80,9,NULL
2009,4D,82,12,NULL
2009,4D,107,21,NULL
2009,4D,81,10,NULL
2009,4D,94,22,NULL
2009,4D,121,18,NULL
2009,4D,116,12,NULL
2009,4D,109,17,NULL
2009,4D,94,12,NULL
2009,4D,61,6,NULL
2009,4D,73,10,NULL
2009,4D,100,16,NULL
2009,4D,80,10,NULL
2009,4D,88,14,NULL
2009,4D,124,26,NULL
2009,4D,97,26,NULL
2009,4D,77,8,NULL
2009,4D,99,25,NULL
2009,4D,93,13,NULL
2009,4D,102,13,NULL
2009,4D,80,13,NULL
2009,4D,117,23,NULL
2009,4D,77,10,NULL
2009,4D,71,7,NULL
2009,4D,87,10,NULL
2009,4D,70,9,NULL
2009,4D,76,7,NULL
2009,4D,79,9,NULL
2009,4D,74,10,NULL
2009,4D,84,13,NULL
2009,4D,86,10,NULL
2009,4D,100,16,NULL
2009,4D,90,14,NULL
2009,4D,85,10,NULL
2009,4D,104,22,NULL
2009,4D,74,10,NULL
2009,4D,81,8,NULL
2009,4D,78,10,NULL
2009,4D,92,17,NULL
2009,4D,127,30,NULL
2009,4D,74,11,NULL
2009,4D,75,9,NULL
2009,4D,80,11,NULL
2009,4D,89,9,NULL
2009,4D,103,14,NULL
2009,4D,88,13,NULL
2009,4D,109,24,NULL
2009,4D,96,16,NULL
2009,4D,75,10,NULL
2009,4D,77,10,NULL
2009,4D,71,9,NULL
2009,4D,146,32,NULL
2009,4D,94,12,NULL
2009,4D,88,12,NULL
2009,4D,78,9,NULL
2009,4D,74,9,NULL
2009,4D,79,9,NULL
2009,4D,76,13,NULL
2009,4D,89,12,NULL
2009,4D,100,22,NULL
2009,4D,90,19,NULL
2009,4D,86,13,NULL
2009,4D,76,12,NULL
2009,4D,86,14,NULL
2009,4D,76,10,NULL
2009,4D,98,25,NULL
2009,4D,99,18,NULL
2009,4D,85,19,NULL
2009,4D,60,8,NULL
2009,4D,83,13,NULL
2009,4D,74,10,NULL
2009,4D,100,13,NULL
2009,4D,95,13,NULL
2009,4D,61,5,NULL
2009,4D,71,11,NULL
2009,4D,78,8,NULL
2009,4D,96,12,NULL
2009,4D,70,9,NULL
2009,4D,65,6,NULL
2009,4D,66,6,NULL
2009,4D,66,9,NULL
2009,4D,69,7,NULL
2009,4D,62,7,NULL
2009,4D,65,6,NULL
2009,4D,81,11,NULL
2009,4D,71,7,NULL
2009,4D,63,6,NULL
2009,4D,59,11,NULL
2009,4D,89,23,NULL
2009,4D,76,8,NULL
2009,4D,60,7,NULL
2009,4D,59,7,NULL
2009,4D,110,32,NULL
2009,4D,80,8,NULL
2009,4D,67,8,NULL
2009,4D,59,8,NULL
2009,4D,65,7,NULL
2009,4D,113,31,NULL
2009,4D,75,9,NULL
2009,4D,72,9,NULL
2009,4D,101,24,NULL
2009,4D,72,8,NULL
2009,4D,74,10,NULL
2009,4D,67,8,NULL
2009,4D,103,12,NULL
2009,4D,82,9,NULL
2009,4D,76,10,NULL
2009,4D,136,29,NULL
2009,4D,79,10,NULL
2009,4D,85,9,NULL
2009,4D,82,10,NULL
2009,4D,75,12,NULL
2009,4D,89,10,NULL
2009,4D,89,11,NULL
2009,4D,83,10,NULL
2009,4D,99,11,NULL
2009,4D,94,16,NULL
2009,4D,75,10,NULL
2009,4D,111,12,NULL
2009,4D,93,25,NULL
2009,4D,88,19,NULL
2009,4D,74,10,NULL
2009,4D,120,13,NULL
2009,4D,89,11,NULL
2009,4D,76,9,NULL
2009,4D,90,22,NULL
2009,4D,70,9,NULL
2009,4D,75,10,NULL
2009,4D,104,20,NULL
2009,4D,81,13,NULL
2009,4D,102,20,NULL
2009,4D,63,9,NULL
2009,4D,63,7,NULL
2009,4D,77,9,NULL
2009,4D,108,14,NULL
2009,4D,84,16,NULL
2009,4D,92,10,NULL
2009,4D,82,10,NULL
2009,4D,84,10,NULL
2009,4D,107,17,NULL
2009,4D,104,15,NULL
2009,4D,89,13,NULL
2009,4D,176,36,NULL
2009,4D,89,14,NULL
2009,4D,95,17,NULL
2009,4D,148,29,NULL
2009,4D,101,21,NULL
2009,4D,95,21,NULL
2009,4D,85,9,NULL
2009,4D,104,14,NULL
2009,4D,73,8,NULL
2009,4D,88,15,NULL
2009,4D,64,6,NULL
2009,4D,101,14,NULL
2009,4D,66,11,NULL
2009,4D,118,22,NULL
2009,4D,73,10,NULL
2009,4D,67,8,NULL
2009,4D,96,15,NULL
2009,4D,110,16,NULL
2009,4D,139,25,NULL
2009,4D,155,29,NULL
2009,4D,129,21,NULL
2009,4D,91,19,NULL
2009,4D,81,10,NULL
2009,4D,86,9,NULL
2009,4D,112,12,NULL
2009,4D,58,7,NULL
2009,4D,93,16,NULL
2009,4D,97,17,NULL
2009,4D,111,21,NULL
2009,4D,60,6,NULL
2009,4D,69,9,NULL
2009,4D,108,15,NULL
2009,4D,127,19,NULL
2009,4D,99,16,NULL
2009,4D,65,6,NULL
2009,4D,80,11,NULL
2009,4D,61,6,NULL
2009,4D,132,28,NULL
2009,4D,173,31,NULL
2009,4D,82,7,NULL
2009,4D,109,20,NULL
2009,4D,105,25,NULL
2009,4D,89,20,NULL
2009,4D,102,17,NULL
2009,4D,108,21,NULL
2009,4D,136,19,NULL
2009,4D,112,14,NULL
2009,4D,135,19,NULL
2009,4D,73,9,NULL
2009,4D,85,14,NULL
2009,4D,125,21,NULL
2009,4D,105,20,NULL
2009,4D,99,15,NULL
2009,4D,97,14,NULL
2009,4D,83,12,NULL
2009,4D,92,13,NULL
2009,4D,112,16,NULL
2009,4D,119,20,NULL
2009,4D,63,7,NULL
2009,4D,75,10,NULL
2009,4D,90,20,NULL
2009,4D,95,22,NULL
2009,4D,146,26,NULL
2009,4D,184,24,NULL
2009,4D,88,11,NULL
2009,4D,112,18,NULL
2009,4D,94,16,NULL
2009,4D,88,11,NULL
2009,4D,140,28,NULL
2009,4D,77,10,NULL
2009,4D,79,17,NULL
2009,4D,76,16,NULL
2009,4D,128,22,NULL
2009,4D,81,10,NULL
2009,4D,78,15,NULL
2009,4D,65,7,NULL
2009,4D,113,22,NULL
2009,4D,101,14,NULL
2009,4D,101,15,NULL
2009,4D,130,26,NULL
2009,4D,95,27,NULL
2009,4D,97,20,NULL
2009,4D,85,20,NULL
2009,4D,78,14,NULL
2009,4D,88,18,NULL
2009,4D,90,19,NULL
2009,4D,102,28,NULL
2009,4D,108,20,NULL
2009,4D,74,11,NULL
2009,4D,67,9,NULL
2009,4D,74,10,NULL
2009,4D,73,9,NULL
2009,4D,63,8,NULL
2009,4D,76,10,NULL
2009,4D,99,19,NULL
2009,4D,93,13,NULL
2009,4D,122,15,NULL
2009,4D,104,20,NULL
2009,4D,102,20,NULL
2009,4D,96,18,NULL
2009,4D,102,22,NULL
2009,4D,100,15,NULL
2009,4D,81,13,NULL
2009,4D,100,19,NULL
2009,4D,76,10,NULL
2009,4D,80,10,NULL
2009,4D,82,11,NULL
2009,4D,93,21,NULL
2009,4D,85,14,NULL
2009,4D,118,25,NULL
2009,4D,93,19,NULL
2009,4D,90,20,NULL
2009,4D,94,13,NULL
2009,4D,100,15,NULL
2009,4D,105,23,NULL
2009,4D,85,12,NULL
2009,4D,89,19,NULL
2009,4D,82,10,NULL
2009,4D,84,11,NULL
2009,4D,106,25,NULL
2009,4D,70,10,NULL
2009,4D,105,16,NULL
2009,4D,105,17,NULL
2009,4D,82,18,NULL
2009,4D,96,11,NULL
2009,4D,86,9,NULL
2009,4D,101,17,NULL
2009,4D,101,21,NULL
2009,4D,118,18,NULL
2009,4D,86,16,NULL
2009,4D,74,9,NULL
2009,4D,63,7,NULL
2009,4D,86,21,NULL
2009,4D,96,24,NULL
2009,4D,75,10,NULL
2009,4D,116,16,NULL
2009,4D,82,14,NULL
2009,4D,91,9,NULL
2009,4D,87,17,NULL
2009,4D,95,26,NULL
2009,4D,93,23,NULL
2009,4D,91,16,NULL
2009,4D,94,15,NULL
2009,4D,93,15,NULL
2009,4D,91,16,NULL
2009,4D,96,21,NULL
2009,4D,75,11,NULL
2009,4D,129,25,NULL
2009,4D,76,10,NULL
2009,4D,69,12,NULL
2009,4D,108,13,NULL
2009,4D,91,10,NULL
2009,4D,83,11,NULL
2009,4D,105,21,NULL
2009,4D,65,8,NULL
2009,4D,96,14,NULL
2009,4D,101,17,NULL
2009,4D,90,16,NULL
2009,4D,72,13,NULL
2009,4D,80,15,NULL
2009,4D,58,8,NULL
2009,4D,90,18,NULL
2009,4D,102,21,NULL
2009,4D,109,21,NULL
2009,4D,104,19,NULL
2009,4D,71,8,NULL
2009,4D,80,9,NULL
2009,4D,73,12,NULL
2009,4D,133,32,NULL
2009,4D,87,19,NULL
2009,4D,97,18,NULL
2009,4D,69,7,NULL
2009,4D,69,6,NULL
2009,4D,87,9,NULL
2009,4D,83,10,NULL
2009,4D,103,15,NULL
2009,4D,68,11,NULL
2009,4D,75,8,NULL
2009,4D,87,17,NULL
2009,4D,73,11,NULL
2009,4D,82,10,NULL
2009,4D,62,6,NULL
2009,4D,87,14,NULL
2009,4D,95,20,NULL
2009,4D,67,14,NULL
2009,4D,94,12,NULL
2009,4D,102,26,NULL
2009,4D,67,9,NULL
2009,4D,79,12,NULL
2009,4D,83,9,NULL
2009,4D,91,11,NULL
2009,4D,86,21,NULL
2009,4D,141,25,NULL
2009,4D,95,24,NULL
2009,4D,88,10,NULL
2009,4D,91,22,NULL
2009,4D,71,10,NULL
2009,4D,107,14,NULL
2009,4D,96,11,NULL
2009,4D,89,8,NULL
2009,4D,75,9,NULL
2009,4D,74,9,NULL
2009,4D,65,7,NULL
2009,4D,105,21,NULL
2009,4D,103,15,NULL
2009,4D,100,19,NULL
2009,4D,91,15,NULL
2009,4D,91,21,NULL
2009,4D,112,20,NULL
2009,4D,111,15,NULL
2009,4D,90,23,NULL
2009,4D,96,14,NULL
2009,4D,82,22,NULL
2009,4D,115,15,NULL
2009,4D,61,8,NULL
2009,4D,68,7,NULL
2009,4D,106,17,NULL
2009,4D,94,14,NULL
2009,4D,63,7,NULL
2009,4D,100,12,NULL
2009,4D,104,14,NULL
2009,4D,91,22,NULL
2009,4D,89,21,NULL
2009,4D,89,12,NULL
2009,4D,66,6,NULL
2009,4D,101,13,NULL
2009,4D,62,7,NULL
2009,4D,78,8,NULL
2009,4D,64,7,NULL
2009,4D,76,9,NULL
2009,4D,57,5,NULL
2009,4D,89,12,NULL
2009,4D,91,21,NULL
2009,4D,93,15,NULL
2009,4D,69,10,NULL
2009,4D,81,11,NULL
2009,4D,88,20,NULL
2009,4D,81,9,NULL
2009,4D,73,9,NULL
2009,4D,79,12,NULL
2009,4D,79,18,NULL
2009,4D,59,7,NULL
2009,4D,70,8,NULL
2009,4D,100,13,NULL
2009,4D,94,20,NULL
2009,4D,92,8,NULL
2009,4D,67,7,NULL
2009,4D,99,22,NULL
2009,4D,85,18,NULL
2009,4D,116,23,NULL
2009,4D,86,19,NULL
2009,4D,75,9,NULL
2009,4D,77,11,NULL
2009,4D,92,18,NULL
2009,4D,74,7,NULL
2009,4D,78,16,NULL
2009,4D,79,15,NULL
2009,4D,130,25,NULL
2009,4D,62,10,NULL
2009,4D,116,16,NULL
2009,4D,97,17,NULL
2009,4D,84,8,NULL
2009,4D,76,11,NULL
2009,4D,79,13,NULL
2009,4D,87,22,NULL
2009,4D,94,22,NULL
2009,4D,86,15,NULL
2009,4D,92,29,NULL
2009,4D,110,20,NULL
2009,4D,92,17,NULL
2009,4D,89,18,NULL
2009,4D,69,9,NULL
2009,4D,101,21,NULL
2009,4D,92,17,NULL
2009,4D,75,9,NULL
2009,4D,69,8,NULL
2009,4D,92,22,NULL
2009,4D,79,16,NULL
2009,4D,92,13,NULL
2009,4D,61,9,NULL
2009,4D,61,8,NULL
2009,4D,104,22,NULL
2009,4D,114,19,NULL
2009,4D,75,9,NULL
2009,4D,95,20,NULL
2009,4D,91,19,NULL
2009,4D,115,20,NULL
2009,4D,57,9,NULL
2009,4D,98,24,NULL
2009,4D,95,22,NULL
2009,4D,94,17,NULL
2009,4D,102,25,NULL
2009,4D,76,13,NULL
2009,4D,61,6,NULL
2009,4D,69,7,NULL
2009,4D,105,16,NULL
2009,4D,113,33,NULL
2009,4D,93,23,NULL
2009,4D,85,9,NULL
2009,4D,79,10,NULL
2009,4D,78,22,NULL
2009,4D,73,9,NULL
2009,4D,101,16,NULL
2009,4D,98,13,NULL
2009,4D,93,22,NULL
2009,4D,72,10,NULL
2009,4D,67,8,NULL
2009,4D,66,7,NULL
2009,4D,79,17,NULL
2009,4D,120,25,NULL
2009,4D,103,27,NULL
2009,4D,80,10,NULL
2009,4D,93,18,NULL
2009,4D,62,6,NULL
2009,4D,91,10,NULL
2009,4D,81,16,NULL
2009,4D,84,16,NULL
2009,4D,82,15,NULL
2009,4D,129,27,NULL
2009,4D,100,13,NULL
2009,4D,94,22,NULL
2009,4D,113,25,NULL
2009,4D,65,9,NULL
2009,4D,67,8,NULL
2009,4D,99,14,NULL
2009,4D,67,7,NULL
2009,4D,69,8,NULL
2009,4D,61,5,NULL
2009,4D,114,21,NULL
2009,4D,66,9,NULL
2009,4D,75,8,NULL
2009,4D,57,6,NULL
2009,4D,78,15,NULL
2009,4D,98,11,NULL
2009,4D,96,12,NULL
2009,4D,78,11,NULL
2009,4D,75,7,NULL
2009,4D,106,21,NULL
